Technique_ID,Technique_Name,Tactic_ID,Tactic_Name,Parent_Technique_ID,URL
T1557.001,Adversary in the Middle:  LLMNR/NBT-NS Poisoning and SMB Relay,TA0009,Collection,T1557,https://attack.mitre.org/techniques/T1557/001/
T1557.002,Adversary in the Middle:  ARP Cache Poisoning,TA0009,Collection,T1557,https://attack.mitre.org/techniques/T1557/002/
T1557.003,Adversary in the Middle:  DHCP Spoofing,TA0009,Collection,T1557,https://attack.mitre.org/techniques/T1557/003/
T1560,Archive Collected Data,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1560/
T1560.001,Archive Collected Data:  Archive via Utility,TA0009,Collection,T1560,https://attack.mitre.org/techniques/T1560/001/
T1560.002,Archive Collected Data:  Archive via Library,TA0009,Collection,T1560,https://attack.mitre.org/techniques/T1560/002/
T1560.003,Archive Collected Data:  Archive via Custom Method,TA0009,Collection,T1560,https://attack.mitre.org/techniques/T1560/003/
T1123,Audio Capture,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1123/
T1119,Automated Collection,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1119/
T1185,Browser Session Hijacking,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1185/
T1115,Clipboard Data,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1115/
T1530,Data from Cloud Storage,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1530/
T1602,Data from Configuration Repository,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1602/
T1602.001,Data from Configuration Repository:  SNMP (MIB Dump),TA0009,Collection,T1602,https://attack.mitre.org/techniques/T1602/001/
T1602.002,Data from Configuration Repository:  Network Device Configuration Dump,TA0009,Collection,T1602,https://attack.mitre.org/techniques/T1602/002/
T1213,Data from Information Repositories,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1213/
T1213.001,Data from Information Repositories:  Confluence,TA0009,Collection,T1213,https://attack.mitre.org/techniques/T1213/001/
T1213.002,Data from Information Repositories:  SharePoint,TA0009,Collection,T1213,https://attack.mitre.org/techniques/T1213/002/
T1213.003,Data from Information Repositories:  Code Repositories,TA0009,Collection,T1213,https://attack.mitre.org/techniques/T1213/003/
T1005,Data from Local System,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1005/
T1039,Data from Network Shared Drive,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1039/
T1025,Data from Removable Media,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1025/
T1074,Data Staged,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1074/
T1074.001,Data Staged:  Local Data Staging,TA0009,Collection,T1074,https://attack.mitre.org/techniques/T1074/001/
T1074.002,Data Staged:  Remote Data Staging,TA0009,Collection,T1074,https://attack.mitre.org/techniques/T1074/002/
T1114,Email Collection,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1114/
T1114.001,Email Collection:  Local Email Collection,TA0009,Collection,T1114,https://attack.mitre.org/techniques/T1114/001/
T1114.002,Email Collection:  Remote Email Collection,TA0009,Collection,T1114,https://attack.mitre.org/techniques/T1114/002/
T1114.003,Email Collection:  Email Forwarding Rule,TA0009,Collection,T1114,https://attack.mitre.org/techniques/T1114/003/
T1056,Input Capture,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1056/
T1056.001,Input Capture:  Keylogging,TA0009,Collection,T1056,https://attack.mitre.org/techniques/T1056/001/
T1056.002,Input Capture:  GUI Input Capture,TA0009,Collection,T1056,https://attack.mitre.org/techniques/T1056/002/
T1056.003,Input Capture:  Web Portal Capture,TA0009,Collection,T1056,https://attack.mitre.org/techniques/T1056/003/
T1056.004,Input Capture:  Credential API Hooking,TA0009,Collection,T1056,https://attack.mitre.org/techniques/T1056/004/
T1113,Screen Capture,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1113/
T1125,Video Capture,TA0009,Collection,<none>,https://attack.mitre.org/techniques/T1125/
T1071,Application Layer Protocol,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1071/
T1071.001,Application Layer Protocol:  Web Protocols,TA011,Command and Control,T1071,https://attack.mitre.org/techniques/T1071/001/
T1071.002,Application Layer Protocol:  File Transfer Protocols,TA011,Command and Control,T1071,https://attack.mitre.org/techniques/T1071/002/
T1071.003,Application Layer Protocol:  Mail Protocols,TA011,Command and Control,T1071,https://attack.mitre.org/techniques/T1071/003/
T1071.004,Application Layer Protocol:  DNS,TA011,Command and Control,T1071,https://attack.mitre.org/techniques/T1071/004/
T1092,Communication Through Removable Media,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1092/
T1659,Content Injection,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1659/
T1132,Data Encoding,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1132/
T1132.001,Data Encoding:  Standard Encoding,TA011,Command and Control,T1132,https://attack.mitre.org/techniques/T1132/001/
T1132.002,Data Encoding:  Non-Standard Encoding,TA011,Command and Control,T1132,https://attack.mitre.org/techniques/T1132/002/
T1001,Data Obfuscation,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1001/
T1001.001,Data Obfuscation:  Junk Data,TA011,Command and Control,T1001,https://attack.mitre.org/techniques/T1001/001/
T1001.002,Data Obfuscation:  Steganography,TA011,Command and Control,T1001,https://attack.mitre.org/techniques/T1001/002/
T1001.003,Data Obfuscation:  Protocol Impersonation,TA011,Command and Control,T1001,https://attack.mitre.org/techniques/T1001/003/
T1568,Dynamic Resolution,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1568/
T1568.001,Dynamic Resolution:  Fast Flux DNS,TA011,Command and Control,T1568,https://attack.mitre.org/techniques/T1568/001/
T1568.002,Dynamic Resolution:  Domain Generation Algorithms,TA011,Command and Control,T1568,https://attack.mitre.org/techniques/T1568/002/
T1568.003,Dynamic Resolution:  DNS Calculation,TA011,Command and Control,T1568,https://attack.mitre.org/techniques/T1568/003/
T1573,Encrypted Channel,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1573/
T1573.001,Encrypted Channel:  Symmetric Cryptography,TA011,Command and Control,T1573,https://attack.mitre.org/techniques/T1573/001/
T1573.002,Encrypted Channel:  Asymmetric Cryptography,TA011,Command and Control,T1573,https://attack.mitre.org/techniques/T1573/002/
T1008,Fallback Channels,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1008/
T1105,Ingress Tool Transfer,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1105/
T1104,Multi-Stage Channels,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1104/
T1095,Non-Application Layer Protocol,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1095/
T1571,Non-Standard Port,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1571/
T1572,Protocol Tunneling,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1572/
T1090,Proxy,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1090/
T1090.001,Proxy:  Internal Proxy,TA011,Command and Control,T1090,https://attack.mitre.org/techniques/T1090/001/
T1090.002,Proxy:  External Proxy,TA011,Command and Control,T1090,https://attack.mitre.org/techniques/T1090/002/
T1090.003,Proxy:  Multi-hop Proxy,TA011,Command and Control,T1090,https://attack.mitre.org/techniques/T1090/003/
T1090.004,Proxy:  Domain Fronting,TA011,Command and Control,T1090,https://attack.mitre.org/techniques/T1090/004/
T1219,Remote Access Software,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1219/
T1205,Traffic Signaling,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1205/
T1205.001,Traffic Signaling:  Port Knocking,TA011,Command and Control,T1205,https://attack.mitre.org/techniques/T1205/001/
T1205.002,Traffic Signaling:  Socket Filters,TA011,Command and Control,T1205,https://attack.mitre.org/techniques/T1205/002/
T1102,Web Service,TA011,Command and Control,<none>,https://attack.mitre.org/techniques/T1102/
T1102.001,Web Service:  Dead Drop Resolver,TA011,Command and Control,T1102,https://attack.mitre.org/techniques/T1102/001/
T1102.002,Web Service:  Bidirectional Communication,TA011,Command and Control,T1102,https://attack.mitre.org/techniques/T1102/002/
T1102.003,Web Service:  One-way Communication,TA011,Command and Control,T1102,https://attack.mitre.org/techniques/T1102/003/
T1020,Automated Exfiltration,TA010,Exfiltration,<none>,https://attack.mitre.org/techniques/T1020/
T1020.001,Automated Exfiltration:  Traffic Duplication,TA010,Exfiltration,T1020,https://attack.mitre.org/techniques/T1020/001/
T1030,Data Transfer Size Limits,TA010,Exfiltration,<none>,https://attack.mitre.org/techniques/T1030/
T1048,Exfiltration Over Alternative Protocol,TA010,Exfiltration,<none>,https://attack.mitre.org/techniques/T1048/
T1048.001,Exfiltration Over Alternative Protocol:  Exfiltration Over Symmetric Encrypted Non-C2 Protocol,TA010,Exfiltration,T1048,https://attack.mitre.org/techniques/T1048/001/
T1048.002,Exfiltration Over Alternative Protocol:  Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,TA010,Exfiltration,T1048,https://attack.mitre.org/techniques/T1048/002/
T1048.003,Exfiltration Over Alternative Protocol:  Exfiltration Over Unencrypted Non-C2 Protocol,TA010,Exfiltration,T1048,https://attack.mitre.org/techniques/T1048/003/
T1041,Exfiltration Over C2 Channel,TA010,Exfiltration,<none>,https://attack.mitre.org/techniques/T1041/
T1011,Exfiltration Over Other Network Medium,TA010,Exfiltration,<none>,https://attack.mitre.org/techniques/T1011/
T1011.001,Exfiltration Over Bluetooth,TA010,Exfiltration,T1011,https://attack.mitre.org/techniques/T1011/001/
T1052,Exfiltration Over Physical Medium,TA010,Exfiltration,<none>,https://attack.mitre.org/techniques/T1052/
T1052.001,Exfiltration Over USB,TA010,Exfiltration,T1052,https://attack.mitre.org/techniques/T1052/001/
T1567,Exfiltration Over Web Service,TA010,Exfiltration,<none>,https://attack.mitre.org/techniques/T1567/
T1567.001,Exfiltration Over Web Service:  Exfiltration to Code Repository,TA010,Exfiltration,<none>,https://attack.mitre.org/techniques/T1567.001/
T1567.002,Exfiltration Over Web Service:  Exfiltration to Cloud Storage,TA010,Exfiltration,<none>,https://attack.mitre.org/techniques/T1567.002/
T1567.003,Exfiltration Over Web Service:  Exfiltration to Text Storage Sites,TA010,Exfiltration,<none>,https://attack.mitre.org/techniques/T1567.003/
T1567.004,Exfiltration Over Web Service:  Exfiltration Over Webhook,TA010,Exfiltration,<none>,https://attack.mitre.org/techniques/T1567.004/
T1029,Scheduled Transfer,TA010,Exfiltration,<none>,https://attack.mitre.org/techniques/T1029/
T1537,Transfer Data to Cloud Account,TA010,Exfiltration,<none>,https://attack.mitre.org/techniques/T1537/
T1531,Account Access Removal,TA040,Impact,<none>,https://attack.mitre.org/techniques/T1531/
T1485,Data Destruction,TA040,Impact,<none>,https://attack.mitre.org/techniques/T1485/
T1486,Data Encrypted for Impact,TA040,Impact,<none>,https://attack.mitre.org/techniques/T1486/
T1565,Data Manipulation,TA040,Impact,<none>,https://attack.mitre.org/techniques/T1565/
T1565.001,Data Manipulation:  Stored Data Manipulation,TA040,Impact,T1565,https://attack.mitre.org/techniques/T1565/001/
T1565.002,Data Manipulation:  Transmitted Data Manipulation,TA040,Impact,T1565,https://attack.mitre.org/techniques/T1565/002/
T1565.003,Data Manipulation:  Runtime Data Manipulation,TA040,Impact,T1565,https://attack.mitre.org/techniques/T1565/003/
T1491,Defacement,TA040,Impact,<none>,https://attack.mitre.org/techniques/T1491/
T1491.001,Defacement:  Internal Defacement,TA040,Impact,T1491,https://attack.mitre.org/techniques/T1491/001/
T1491.002,Defacement:  External Defacement,TA040,Impact,T1491,https://attack.mitre.org/techniques/T1491/002/
T1561,Disk Wipe,TA040,Impact,<none>,https://attack.mitre.org/techniques/T1561/
T1561.001,Disk Wipe:  Disk Content Wipe,TA040,Impact,<none>,https://attack.mitre.org/techniques/T1561.001/
T1561.002,Disk Wipe:  Disk Structure Wipe,TA040,Impact,<none>,https://attack.mitre.org/techniques/T1561.002/
T1499,Endpoint Denial of Service,TA040,Impact,<none>,https://attack.mitre.org/techniques/T1499/
T1499.001,Endpoint Denial of Service:  OS Exhaustion Flood,TA040,Impact,T1499,https://attack.mitre.org/techniques/T1499/001/
T1499.002,Endpoint Denial of Service:  Service Exhaustion Flood,TA040,Impact,T1499,https://attack.mitre.org/techniques/T1499/002/
T1499.003,Endpoint Denial of Service:  Application Exhaustion Flood,TA040,Impact,T1499,https://attack.mitre.org/techniques/T1499/003/
T1499.004,Endpoint Denial of Service:  Application or System Exploitation,TA040,Impact,T1499,https://attack.mitre.org/techniques/T1499/004/
T1657,Financial Theft,TA040,Impact,<none>,https://attack.mitre.org/techniques/T1657/
T1495,Firmware Corruption,TA040,Impact,<none>,https://attack.mitre.org/techniques/T1495/
T1490,Inhibit System Recovery,TA040,Impact,<none>,https://attack.mitre.org/techniques/T1490/
T1498,Network Denial of Service,TA040,Impact,<none>,https://attack.mitre.org/techniques/T1498/
T1498.001,Network Denial of Service:  Direct Network Flood,TA040,Impact,T1498,https://attack.mitre.org/techniques/T1498/001/
T1498.002,Network Denial of Service:  Reflection Amplification,TA040,Impact,T1498,https://attack.mitre.org/techniques/T1498/002/
T1496,Resource Hijacking,TA040,Impact,<none>,https://attack.mitre.org/techniques/T1496/
T1489,Service Stop,TA040,Impact,<none>,https://attack.mitre.org/techniques/T1489/
T1529,System Shutdown / Reboot,TA040,Impact,<none>,https://attack.mitre.org/techniques/T1529/
